model,detected,iou,max_norm,max_snap,grid_err
v1.0,1,0.9132618308067322,0.06728041395879804,7.463584521484364,0.0
v1.0,1,0.9101638197898865,0.0938860640109835,10.415015795898427,0.0
v1.0,1,0.9107287526130676,0.05645665846074298,10.209418872070302,0.0
v1.0,0,0.0,,,
v1.0,1,0.9721092581748962,0.014843475114415207,0.7733029296875031,0.0
v1.0,1,0.9509252905845642,0.04560380680696116,0.737518444824218,0.0
v1.0,1,0.9914129972457886,0.004730718588428341,0.14304870605468523,0.0
v1.0,1,0.976781964302063,0.015655650398883506,2.4258993896484355,0.0
v1.0,1,0.990426778793335,0.003927974720001495,0.9619302246093753,0.0
v1.0,0,0.0,,,
v1.0,1,0.99074786901474,0.004911304741612619,0.1995168945312571,0.0
v1.0,1,0.9593676924705505,0.01336052382570352,5.775840161132805,0.0
v1.0,1,0.9892473816871643,0.005596907911312668,0.20839694824218924,0.0
v1.0,1,0.9815070033073425,0.009086235218152057,1.0709618347167975,0.0
v1.0,1,0.9868863224983215,0.008032600715506988,0.4870567443847662,0.0
v1.0,1,0.9092515707015991,0.07346126049807174,5.425760546874983,0.0
v1.0,1,0.9652671813964844,0.019627559199930027,2.513742724609358,0.0
v1.0,1,0.9732755422592163,0.01027182022981663,1.8553084960937554,0.0
v1.0,1,0.9703264832496643,0.01719154027468686,0.9007060546875039,0.0
v1.0,1,0.9567657709121704,0.02028149159765198,1.0734608154296836,0.0
v1.0,1,0.9817541241645813,0.009393299554772997,0.6644876464843747,0.0
v1.0,1,0.9836562275886536,0.007800274608492165,0.4122952148437662,0.0
v1.0,1,0.9692496061325073,0.019502378285352853,1.0322238281249838,0.0
v1.0,1,0.9610649943351746,0.021863331153561903,1.0870645019531366,0.0
v1.0,1,0.9801430702209473,0.01127739451197027,0.8237005859375017,0.0
v1.0,1,0.9715763926506042,0.013092300799026832,2.2227484375000017,0.0
v1.0,1,0.8924791812896729,0.04539409568401974,5.771881738281252,0.0
v1.0,0,0.0,,,
v1.0,1,0.9740200638771057,0.01024314633207608,0.9544226806640665,0.0
v1.0,1,0.9897905588150024,0.006404369598231827,0.743134228515629,0.0
v1.0,1,0.9557372331619263,0.02889256184280191,0.8715602539062388,0.0
v1.0,1,0.9567362070083618,0.0186098730677355,1.7580412109374493,0.0
v1.0,1,0.9597541093826294,0.015392232750321092,0.6147486328125069,0.0
v1.0,1,0.9001266956329346,0.055475144064842205,1.5374547851562568,0.0
v1.0,1,0.961310863494873,0.024626391745069046,0.6703303833007794,0.0
v1.0,1,0.9504906535148621,0.030359143120771814,1.1820210937500022,0.0
v1.0,1,0.9146843552589417,0.05043774494371,0.9706500488281335,0.0
v1.0,1,0.9078401923179626,0.05219007469288692,1.4660113769531335,0.0
v1.0,1,0.9044995307922363,0.06161116674453211,1.0638646606445334,0.0
v1.0,1,0.9002990126609802,0.06294154114563441,1.0868367675781272,0.0
v1.0,1,0.97090083360672,0.01811962402804768,0.9428270263671834,0.0
v1.0,1,0.9360671043395996,0.027916090874464793,1.535420263671881,0.0
v1.0,1,0.887693464756012,0.05007357757296827,11.836232031250006,0.0
v1.0,1,0.9361351132392883,0.03761303653483241,1.4672318969726632,0.0
v1.0,1,0.964155912399292,0.013344056961233182,0.6432888183593661,0.0
v1.0,1,0.9732359647750854,0.011253325411371761,0.6754696044921786,0.0
v1.0,1,0.9802663922309875,0.00680660670304159,0.730385742187508,0.0
v1.0,1,0.979624330997467,0.01269456694557052,1.6970327148437718,0.0
v1.0,1,0.9206122159957886,0.03689172874549236,6.058691308593723,0.0
v1.0,1,0.8943434953689575,0.07896144781320896,7.719128076171899,1.0
v1.0,1,0.9674109220504761,0.020978395538016645,3.199549365234361,0.0
v1.0,1,0.9467884302139282,0.023653688237587525,1.3394799804686954,0.0
v1.0,1,0.9478307962417603,0.02820792921446317,1.1800561523436954,0.0
v1.0,1,0.9832899570465088,0.006584249115066772,0.588346411132818,0.0
v1.0,1,0.9257469773292542,0.0383720782763924,2.6468289062499935,0.0
v1.0,1,0.6998649835586548,0.16149786760638735,5.718946337890628,0.0
v1.0,1,0.9418705701828003,0.024629029717403092,4.3744900390624935,0.0
v1.0,1,0.6843944191932678,0.335601924601413,5.750416357421869,1.0
v1.0,0,0.18177556991577148,1.2312288717564854,8.465425561523432,1.0
v1.0,1,0.9782958030700684,0.012668186875767654,0.8962982910156256,0.0
v1.0,1,0.846060037612915,0.07533248068003527,2.701154052734381,0.0
v1.0,1,0.7381209135055542,0.2743842391769564,7.989405322265611,1.0
v1.0,0,0.0,9.16526705522595,2.925901953124992,1.0
v1.0,1,0.9423101544380188,0.036245851123090686,6.417668652343764,0.0
v1.0,1,0.7315622568130493,0.14677213247877155,5.197480078125011,0.0
v1.0,0,0.42112433910369873,0.4070056288127193,3.8017591308593524,1.0
v1.0,1,0.72812420129776,0.16305511019411265,5.774074951171883,0.0
v1.0,1,0.7239446043968201,0.14743817386642913,8.796304003906243,0.0
v1.0,0,0.3368833363056183,0.9423951147072022,5.698274072265633,1.0
v1.0,0,0.2800253927707672,0.7145773816853093,0.6472752685546936,1.0
v1.0,1,0.9607626795768738,0.02892793129627241,1.2896013916015647,0.0
v1.0,1,0.8970126509666443,0.08035021035034985,5.417280517578121,1.0
v1.0,1,0.9110673666000366,0.045890600262589766,1.3637952148437478,0.0
v1.0,1,0.9384000897407532,0.053029670164115944,2.2900332763671827,0.0
